,picture_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_picture_url,host_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,price,guests_included,extra_people,minimum_nights,calendar_updated,city,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
10,https://a0.muscache.com/ac/pictures/2788698/87bbe718_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2010-09-19,3,100.0,2,"https://a2.muscache.com/ac/users/239585/profile_pic/1311271505/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63548170841016,-122.35847776162176,10,0,2.0,1.0,1.0,1.0,4,17.0,15.0,95.0,2.0,15.0,3.0,a week ago,Seattle,181.0,2011-07-21,2015-11-25,97.0,10.0,10.0,10.0,1,1,0,1.0,3.33
11,https://a0.muscache.com/ac/pictures/59566840/b8d1403f_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-01-06,3,100.0,2,"https://a1.muscache.com/ac/users/4606439/profile_pic/1417733189/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63721407513561,-122.36004576141458,10,0,2.0,1.0,1.0,1.0,4,11.0,150.0,99.0,1.0,0.0,3.0,a week ago,Seattle,8.0,2015-05-06,2015-12-16,97.0,10.0,10.0,9.0,2,0,0,1.0,0.98
12,https://a2.muscache.com/ac/pictures/48864586/907aa25d_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-08-13,4,100.0,2,"https://a1.muscache.com/ac/users/19932967/profile_pic/1414642653/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.6355455115124,-122.37317075183506,1,0,4.0,1.0,2.0,3.0,4,14.0,95.0,245.0,1.0,0.0,3.0,2 weeks ago,Seattle,13.0,2014-11-09,2015-10-02,98.0,10.0,10.0,10.0,1,0,0,1.0,0.92
13,https://a2.muscache.com/ac/pictures/69b4dfed-9fd1-494d-a279-e0539b0790e4.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-01-10,4,100.0,2,"https://a2.muscache.com/ac/pictures/5eee2738-137b-47d6-a80b-9a201ffbfd5e.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.629506809234314,-122.3676292967417,10,0,5.0,1.0,2.0,3.0,4,11.0,85.0,165.0,4.0,20.0,2.0,today,Seattle,3.0,2015-12-16,2016-01-02,100.0,10.0,10.0,10.0,2,0,0,1.0,3.0
14,https://a2.muscache.com/ac/pictures/91278310/1ed06e04_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-10-10,4,100.0,2,"https://a2.muscache.com/ac/users/22372266/profile_pic/1413836801/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63920265551509,-122.36586274154313,10,0,16.0,3.5,6.0,15.0,4,17.0,300.0,461.0,8.0,50.0,3.0,5 days ago,Seattle,18.0,2015-06-15,2015-11-15,98.0,10.0,10.0,10.0,2,0,0,1.0,2.65
15,https://a2.muscache.com/ac/pictures/fa176cce-bd1d-40a3-adb5-6bb56dd996fa.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2012-07-18,3,100.0,2,"https://a0.muscache.com/ac/users/2983711/profile_pic/1342660361/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63564979343857,-122.37289282480928,10,0,5.0,1.0,2.0,2.0,4,10.0,89.0,109.0,1.0,0.0,3.0,3 days ago,Seattle,1.0,2015-11-25,2015-11-25,80.0,10.0,8.0,8.0,2,0,0,1.0,0.73
16,https://a0.muscache.com/ac/pictures/57011178/e3a32f74_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-10-16,4,100.0,2,"https://a2.muscache.com/ac/users/9465817/profile_pic/1391222779/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.626200373817085,-122.36660192617585,1,1,2.0,1.0,1.0,1.0,4,12.0,35.0,66.0,1.0,25.0,1.0,yesterday,Seattle,84.0,2014-06-30,2016-01-02,95.0,9.0,10.0,9.0,1,0,0,1.0,4.55
17,https://a1.muscache.com/ac/pictures/65170901/61415688_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-12-31,4,100.0,2,"https://a1.muscache.com/ac/users/25417834/profile_pic/1420171865/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.64064587578452,-122.37240588895551,10,1,2.0,1.0,1.0,1.0,4,9.0,15.0,99.0,1.0,0.0,2.0,2 weeks ago,Seattle,45.0,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,1,0,0,1.0,4.58
18,https://a2.muscache.com/ac/pictures/98338372/c8a06130_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-04-30,0,94.88679817905918,0,"https://a2.muscache.com/ac/users/6170760/profile_pic/1367376499/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63977587341085,-122.37223535879995,1,1,2.0,2.0,1.0,1.0,2,19.0,61.71090387374462,200.0,1.0,0.0,1.0,5 months ago,Seattle,0.0,,,94.53926206244087,9.556398104265403,9.608915586468543,9.452245414294751,0,0,0,1.0,2.078918834221248
19,https://a1.muscache.com/ac/pictures/78564472/f90fb331_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-05-05,0,94.88679817905918,0,"https://a2.muscache.com/ac/users/32713558/profile_pic/1431477705/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63602477658138,-122.35869359564735,10,0,10.0,3.5,5.0,5.0,4,19.0,250.0,700.0,1.0,0.0,3.0,2 months ago,Seattle,5.0,2015-07-07,2015-08-10,85.0,9.0,8.0,8.0,0,0,0,1.0,0.82
20,https://a2.muscache.com/ac/pictures/6374cb3b-aa55-48f4-b1c9-8da9d6654841.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-04-09,3,100.0,2,"https://a0.muscache.com/ac/users/14100483/profile_pic/1397369373/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.62794033813239,-122.36495872243864,8,0,1.0,1.0,1.0,1.0,4,11.0,61.71090387374462,110.0,1.0,0.0,1.0,4 weeks ago,Seattle,1.0,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,0,0,0,1.0,1.0
21,https://a1.muscache.com/ac/pictures/52657137/de03da3e_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-09-16,4,100.0,2,"https://a1.muscache.com/ac/users/21401856/profile_pic/1432007994/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63637426223885,-122.36103343324051,10,1,3.0,1.5,1.0,2.0,4,14.0,15.0,99.0,1.0,10.0,1.0,2 months ago,Seattle,11.0,2014-09-27,2015-10-18,84.0,9.0,10.0,8.0,1,0,0,1.0,0.71
22,https://a2.muscache.com/ac/pictures/c7e454ce-72b4-4a76-b4a9-2f44ddf43a24.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-10-16,2,100.0,2,"https://a2.muscache.com/ac/pictures/facd36b6-cf90-4eb9-aea0-7f388823f231.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63563222417987,-122.35888090262146,10,0,8.0,2.0,4.0,4.0,4,12.0,61.71090387374462,450.0,1.0,0.0,4.0,2 months ago,Seattle,1.0,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,0,0,0,1.0,0.86
23,https://a2.muscache.com/ac/pictures/3f11eb1a-37c3-4507-a0a1-388b1cea355b.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-12-20,0,94.88679817905918,0,"https://a2.muscache.com/ac/pictures/11543d26-5b99-4fed-87fa-83c69f278b24.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.633393957777855,-122.37191994372273,10,1,2.0,1.0,1.0,1.0,4,21.0,61.71090387374462,75.0,1.0,0.0,1.0,today,Seattle,0.0,,,94.53926206244087,9.556398104265403,9.608915586468543,9.452245414294751,0,0,0,1.0,2.078918834221248
24,https://a1.muscache.com/ac/pictures/79617550/d5f3c43f_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-05-11,0,94.88679817905918,0,"https://a1.muscache.com/ac/users/33147763/profile_pic/1431384384/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63851671212965,-122.36958103291498,10,0,5.0,2.5,3.0,3.0,4,10.0,150.0,600.0,1.0,0.0,3.0,3 months ago,Seattle,1.0,2015-07-20,2015-07-20,100.0,10.0,10.0,10.0,1,0,0,1.0,0.18
25,https://a1.muscache.com/ac/pictures/44791979/601a9d5e_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-06-12,3,67.0,2,"https://a1.muscache.com/ac/users/16708587/profile_pic/1428941043/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",2.0,2,81,47.63139734518299,-122.36776687067899,10,0,8.0,2.5,3.0,5.0,4,13.0,200.0,450.0,6.0,50.0,4.0,today,Seattle,8.0,2015-07-04,2015-09-02,100.0,10.0,10.0,10.0,2,0,0,2.0,1.3
26,https://a2.muscache.com/ac/pictures/21a1c1e1-f7d3-4433-a446-9b277e9ff230.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2010-01-06,3,100.0,2,"https://a2.muscache.com/ac/users/68155/profile_pic/1411529230/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63875224201261,-122.36797266885502,10,0,5.0,1.0,2.0,3.0,4,10.0,35.0,150.0,1.0,0.0,1.0,3 days ago,Seattle,0.0,,,94.53926206244087,9.556398104265403,9.608915586468543,9.452245414294751,0,0,0,1.0,2.078918834221248
27,https://a0.muscache.com/ac/pictures/67216372/da1630c7_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2012-10-30,4,100.0,2,"https://a1.muscache.com/ac/users/4016632/profile_pic/1384724659/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",5.0,2,81,47.639266020260955,-122.37472581108143,6,1,2.0,1.0,1.0,1.0,4,7.0,25.0,45.0,1.0,0.0,2.0,yesterday,Seattle,80.0,2014-07-06,2016-01-02,95.0,10.0,9.0,9.0,2,1,1,5.0,4.38
28,https://a2.muscache.com/ac/pictures/ed5b5e7c-7043-425c-96df-4e330d783c8b.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2012-10-07,4,100.0,2,"https://a2.muscache.com/ac/pictures/15d8ced5-cbd8-4221-bef1-4049bb998349.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",5.0,2,81,47.62990711611138,-122.36894813824877,1,0,6.0,2.0,3.0,3.0,4,15.0,125.0,300.0,1.0,0.0,2.0,4 days ago,Seattle,6.0,2015-10-24,2016-01-02,100.0,10.0,10.0,10.0,1,0,0,1.0,2.47
29,https://a0.muscache.com/ac/pictures/60875300/3ca6aae4_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-05-01,4,71.0,2,"https://a1.muscache.com/ac/users/6184895/profile_pic/1367444908/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63981586823574,-122.37433846349177,1,0,3.0,1.0,1.0,2.0,4,8.0,65.0,80.0,3.0,50.0,2.0,5 days ago,Seattle,4.0,2015-01-04,2015-07-25,85.0,9.0,9.0,9.0,2,0,0,1.0,0.33
30,https://a0.muscache.com/ac/pictures/41686999/004c7265_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-02-21,4,98.0,2,"https://a0.muscache.com/ac/users/5177328/profile_pic/1361540767/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",6.0,2,81,47.63900777818944,-122.36532007300232,1,0,4.0,1.0,1.0,1.0,4,12.0,40.0,175.0,1.0,0.0,2.0,today,Seattle,38.0,2014-05-01,2015-10-11,96.0,10.0,10.0,10.0,2,1,1,6.0,1.86
31,https://a1.muscache.com/ac/pictures/17085682/a3df21bf_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-03-04,3,97.0,2,"https://a0.muscache.com/ac/users/5325329/profile_pic/1366955739/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",9.0,2,81,47.63508504491007,-122.36444347330422,10,0,6.0,1.5,3.0,3.0,4,12.0,100.0,325.0,6.0,60.0,2.0,today,Seattle,68.0,2013-06-15,2015-12-21,92.0,9.0,10.0,9.0,2,0,0,8.0,2.18
32,https://a2.muscache.com/ac/pictures/74451983/6a261343_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-04-11,2,60.0,2,"https://a1.muscache.com/ac/users/31037494/profile_pic/1428787404/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.640633234573535,-122.37270939338377,10,0,4.0,3.0,3.0,2.0,4,12.0,80.0,175.0,1.0,0.0,4.0,4 days ago,Seattle,8.0,2015-07-06,2015-12-03,88.0,9.0,10.0,9.0,0,0,0,1.0,1.31
33,https://a0.muscache.com/ac/pictures/62860641/7d2c80a8_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-01-10,4,71.0,2,"https://a1.muscache.com/ac/users/25906186/profile_pic/1420931841/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63812148697112,-122.37578997278469,10,0,7.0,3.5,4.0,3.0,4,12.0,250.0,222.0,7.0,75.0,2.0,today,Seattle,5.0,2015-08-07,2015-11-12,75.0,9.0,9.0,8.0,2,0,0,1.0,0.99
34,https://a0.muscache.com/ac/pictures/24288221/a38dc036_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-09-18,4,100.0,2,"https://a1.muscache.com/ac/users/8916363/profile_pic/1431198175/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.62981553345286,-122.36621233485974,1,0,4.0,1.0,2.0,2.0,4,18.0,99.0,159.0,1.0,0.0,1.0,today,Seattle,62.0,2013-10-08,2015-12-07,97.0,10.0,10.0,9.0,2,0,0,1.0,2.27
35,https://a2.muscache.com/ac/pictures/100849824/35cbe562_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-08-02,4,100.0,2,"https://a2.muscache.com/ac/users/40335071/profile_pic/1439874792/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",2.0,2,81,47.63981018787381,-122.37380062876858,1,0,4.0,1.0,1.0,2.0,4,12.0,50.0,125.0,2.0,25.0,2.0,2 weeks ago,Seattle,19.0,2015-08-27,2015-11-29,95.0,10.0,10.0,10.0,1,0,0,2.0,4.35
36,https://a1.muscache.com/ac/pictures/92735111/09a3b4cc_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-05-23,2,50.0,0,"https://a2.muscache.com/ac/users/6544973/profile_pic/1436750309/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63556952470362,-122.36165259464241,10,0,8.0,3.0,3.0,3.0,4,9.0,150.0,348.0,6.0,20.0,3.0,5 months ago,Seattle,5.0,2015-08-04,2015-09-03,96.0,10.0,10.0,9.0,2,0,0,1.0,0.97
37,https://a2.muscache.com/ac/pictures/c11b0dd7-9c75-492c-98e6-f1d8455d4207.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-09-08,1,31.0,2,"https://a2.muscache.com/ac/users/21072725/profile_pic/1410168365/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63497873047923,-122.35886941246471,10,1,1.0,1.0,1.0,1.0,2,8.0,61.71090387374462,45.0,1.0,0.0,1.0,4 days ago,Seattle,7.0,2015-05-17,2015-12-08,97.0,8.0,10.0,10.0,0,0,0,1.0,0.9
38,https://a2.muscache.com/ac/pictures/b2347d5d-9102-4da8-9d15-7788906df954.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2015-08-02,4,100.0,2,"https://a2.muscache.com/ac/users/40335071/profile_pic/1439874792/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",2.0,2,81,47.63936210298089,-122.37240255654484,1,0,4.0,1.0,1.0,2.0,4,7.0,50.0,150.0,2.0,25.0,2.0,2 weeks ago,Seattle,2.0,2015-10-25,2015-12-18,100.0,10.0,10.0,10.0,1,0,0,2.0,0.83
39,https://a1.muscache.com/ac/pictures/89999438/3e48537d_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2012-04-02,3,100.0,2,"https://a0.muscache.com/ac/users/2052160/profile_pic/1435721846/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.634616284308606,-122.3580227325536,1,0,2.0,1.0,0.0,1.0,4,16.0,20.0,80.0,1.0,0.0,3.0,today,Seattle,11.0,2015-07-22,2015-08-19,98.0,10.0,10.0,10.0,0,0,0,1.0,1.98
40,https://a1.muscache.com/ac/pictures/55089404/9198b949_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2014-09-28,4,100.0,2,"https://a2.muscache.com/ac/users/21896205/profile_pic/1411957580/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63800137747845,-122.36100481691408,1,0,4.0,1.0,1.0,2.0,4,11.0,40.0,110.0,2.0,15.0,2.0,2 days ago,Seattle,71.0,2014-10-09,2016-01-01,90.0,8.0,10.0,9.0,1,0,0,1.0,4.7
41,https://a1.muscache.com/ac/pictures/39320666/ae55dab7_original.jpg?interpolation=lanczos-none&size=large_cover&output-format=jpg&output-quality=70,2013-08-18,3,100.0,2,"https://a1.muscache.com/ac/users/8242272/profile_pic/1385577467/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=225:*&output-format=jpg&output-quality=70",1.0,2,81,47.63199585097701,-122.3716576650487,10,0,3.0,1.0,1.0,2.0,4,7.0,100.0,148.0,2.0,20.0,3.0,today,Seattle,9.0,2014-06-02,2015-10-29,91.0,10.0,10.0,10.0,2,1,1,1.0,0.46
